"Age","Sex","Country","2020"
"45 - 49","Both sexes","Estonia",91636
"45 - 49","Both sexes","Finland",316131
"45 - 49","Both sexes","France",4489589
"45 - 49","Both sexes","Georgia",234519
"45 - 49","Both sexes","Germany",5154609
"45 - 49","Both sexes","Greece",796294
"45 - 49","Both sexes","Hungary",768093
"45 - 49","Both sexes","Iceland",23239
"45 - 49","Both sexes","Ireland",360035
"45 - 49","Both sexes","Israel",525152
"45 - 49","Both sexes","Italy",4721133
"45 - 49","Both sexes","Kazakhstan",..
"45 - 49","Both sexes","Kyrgyzstan",324790
"45 - 49","Both sexes","Latvia",131176
"45 - 49","Both sexes","Liechtenstein",2884
"45 - 49","Both sexes","Lithuania",193669
"45 - 49","Both sexes","Luxembourg",46197
"45 - 49","Both sexes","Malta",32892
"45 - 49","Both sexes","Monaco",..
"45 - 49","Both sexes","Montenegro",40722
"45 - 49","Both sexes","Netherlands",1159321
"45 - 49","Both sexes","North Macedonia",146099
"45 - 49","Both sexes","Norway",373975
"45 - 49","Both sexes","Poland",2600513
"45 - 49","Both sexes","Portugal",796275
"45 - 49","Both sexes","Republic of Moldova",169312
"45 - 49","Both sexes","Romania",1478694
"45 - 49","Both sexes","Russian Federation",..
"45 - 49","Both sexes","San Marino",3088
"45 - 49","Both sexes","Serbia",478723
"45 - 49","Both sexes","Slovakia",406383
"45 - 49","Both sexes","Slovenia",150866
"45 - 49","Both sexes","Spain",3905341
"45 - 49","Both sexes","Sweden",667159
"45 - 49","Both sexes","Switzerland",606014
"45 - 49","Both sexes","Tajikistan",..
"45 - 49","Both sexes","Turkiye",5548612
"45 - 49","Both sexes","Turkmenistan",..
"45 - 49","Both sexes","Ukraine",2956353
"45 - 49","Both sexes","United Kingdom",..
"45 - 49","Both sexes","United States",20318014
"45 - 49","Both sexes","Uzbekistan",1891117
"45 - 49","Female","UNECE-56",..
"45 - 49","Female","European Union-27",..
"45 - 49","Female","Euro area-20",..
"45 - 49","Female","Eurasian Economic Union (EAEU)",..
"45 - 49","Female","EECCA",..
"45 - 49","Female","CIS-11",..
"45 - 49","Female","North America-2",..
"45 - 49","Female","Western Balkans-6",..
"45 - 49","Female","Albania",88256
"45 - 49","Female","Andorra",..
"45 - 49","Female","Armenia",91419
"45 - 49","Female","Austria",310430
"45 - 49","Female","Azerbaijan",308172
"45 - 49","Female","Belarus",337589
"45 - 49","Female","Belgium",376340
"45 - 49","Female","Bosnia and Herzegovina",119639
"45 - 49","Female","Bulgaria",256348
"45 - 49","Female","Canada",1204993
"45 - 49","Female","Croatia",132026
"45 - 49","Female","Cyprus",27399
"45 - 49","Female","Czechia",418863
"45 - 49","Female","Denmark",196743
"45 - 49","Female","Estonia",45084
"45 - 49","Female","Finland",154961
"45 - 49","Female","France",2268565
"45 - 49","Female","Georgia",118782
"45 - 49","Female","Germany",2567000
"45 - 49","Female","Greece",406520
"45 - 49","Female","Hungary",380448
"45 - 49","Female","Iceland",11132
"45 - 49","Female","Ireland",181542
"45 - 49","Female","Israel",259508
"45 - 49","Female","Italy",2378004
"45 - 49","Female","Kazakhstan",..
"45 - 49","Female","Kyrgyzstan",167537
"45 - 49","Female","Latvia",67287
"45 - 49","Female","Liechtenstein",1467
"45 - 49","Female","Lithuania",98144
"45 - 49","Female","Luxembourg",22521
"45 - 49","Female","Malta",15331
"45 - 49","Female","Monaco",..
"45 - 49","Female","Montenegro",20843
"45 - 49","Female","Netherlands",582611
"45 - 49","Female","North Macedonia",72402
"45 - 49","Female","Norway",182354
"45 - 49","Female","Poland",1293789
"45 - 49","Female","Portugal",419270
"45 - 49","Female","Republic of Moldova",86430
"45 - 49","Female","Romania",718708
"45 - 49","Female","Russian Federation",..
"45 - 49","Female","San Marino",1601
"45 - 49","Female","Serbia",239530
"45 - 49","Female","Slovakia",199808
"45 - 49","Female","Slovenia",71716
"45 - 49","Female","Spain",1936049
"45 - 49","Female","Sweden",328828
"45 - 49","Female","Switzerland",301341
"45 - 49","Female","Tajikistan",..
"45 - 49","Female","Turkiye",2768176
"45 - 49","Female","Turkmenistan",..
"45 - 49","Female","Ukraine",1538485
"45 - 49","Female","United Kingdom",..
"45 - 49","Female","United States",10161144
"45 - 49","Female","Uzbekistan",953304
"45 - 49","Male","UNECE-56",..
"45 - 49","Male","European Union-27",..
"45 - 49","Male","Euro area-20",..
"45 - 49","Male","Eurasian Economic Union (EAEU)",..
"45 - 49","Male","EECCA",..
"45 - 49","Male","CIS-11",..
"45 - 49","Male","North America-2",..
"45 - 49","Male","Western Balkans-6",..
"45 - 49","Male","Albania",82418
"45 - 49","Male","Andorra",..
"45 - 49","Male","Armenia",75724
"45 - 49","Male","Austria",304920
"45 - 49","Male","Azerbaijan",294638
"45 - 49","Male","Belarus",303492
"45 - 49","Male","Belgium",385212
"45 - 49","Male","Bosnia and Herzegovina",120835
"45 - 49","Male","Bulgaria",268971
"45 - 49","Male","Canada",1185365
"45 - 49","Male","Croatia",136104
"45 - 49","Male","Cyprus",25884
"45 - 49","Male","Czechia",442068
"45 - 49","Male","Denmark",196703
"45 - 49","Male","Estonia",46552
"45 - 49","Male","Finland",161170
"45 - 49","Male","France",2221024
"45 - 49","Male","Georgia",115737
"45 - 49","Male","Germany",2587609
"45 - 49","Male","Greece",389774
"45 - 49","Male","Hungary",387645
"45 - 49","Male","Iceland",12107
"45 - 49","Male","Ireland",178493
"45 - 49","Male","Israel",265644
"45 - 49","Male","Italy",2343128
"45 - 49","Male","Kazakhstan",..
"45 - 49","Male","Kyrgyzstan",157253
"45 - 49","Male","Latvia",63889
"45 - 49","Male","Liechtenstein",1416
"45 - 49","Male","Lithuania",95525
"45 - 49","Male","Luxembourg",23676
"45 - 49","Male","Malta",17561
"45 - 49","Male","Monaco",..
"45 - 49","Male","Montenegro",19879
"45 - 49","Male","Netherlands",576710
"45 - 49","Male","North Macedonia",73697
"45 - 49","Male","Norway",191620
"45 - 49","Male","Poland",1306724
"45 - 49","Male","Portugal",377005
"45 - 49","Male","Republic of Moldova",82882
"45 - 49","Male","Romania",759986
"45 - 49","Male","Russian Federation",..
"45 - 49","Male","San Marino",1487
"45 - 49","Male","Serbia",239193
"45 - 49","Male","Slovakia",206575
"45 - 49","Male","Slovenia",79150
"45 - 49","Male","Spain",1969292
"45 - 49","Male","Sweden",338331
"45 - 49","Male","Switzerland",304673
"45 - 49","Male","Tajikistan",..
"45 - 49","Male","Turkiye",2780436
"45 - 49","Male","Turkmenistan",..
"45 - 49","Male","Ukraine",1417868
"45 - 49","Male","United Kingdom",..
"45 - 49","Male","United States",10156870
"45 - 49","Male","Uzbekistan",937813
"50 - 54","Both sexes","UNECE-56",..
"50 - 54","Both sexes","European Union-27",..
"50 - 54","Both sexes","Euro area-20",..
"50 - 54","Both sexes","Eurasian Economic Union (EAEU)",..
"50 - 54","Both sexes","EECCA",..
"50 - 54","Both sexes","CIS-11",..
"50 - 54","Both sexes","North America-2",..
"50 - 54","Both sexes","Western Balkans-6",..
"50 - 54","Both sexes","Albania",188300
"50 - 54","Both sexes","Andorra",..
"50 - 54","Both sexes","Armenia",161215
"50 - 54","Both sexes","Austria",706034
"50 - 54","Both sexes","Azerbaijan",628412
"50 - 54","Both sexes","Belarus",619107
"50 - 54","Both sexes","Belgium",789070
"50 - 54","Both sexes","Bosnia and Herzegovina",246552
"50 - 54","Both sexes","Bulgaria",485652
"50 - 54","Both sexes","Canada",2450498
"50 - 54","Both sexes","Croatia",276132
"50 - 54","Both sexes","Cyprus",53398
"50 - 54","Both sexes","Czechia",688659
"50 - 54","Both sexes","Denmark",406776
"50 - 54","Both sexes","Estonia",84675
"50 - 54","Both sexes","Finland",351470
"50 - 54","Both sexes","France",4439502
"50 - 54","Both sexes","Georgia",229673
"50 - 54","Both sexes","Germany",6598729
"50 - 54","Both sexes","Greece",802436
"50 - 54","Both sexes","Hungary",674021
"50 - 54","Both sexes","Iceland",21870
"50 - 54","Both sexes","Ireland",318341
"50 - 54","Both sexes","Israel",441587
"50 - 54","Both sexes","Italy",4847189
"50 - 54","Both sexes","Kazakhstan",..
"50 - 54","Both sexes","Kyrgyzstan",299480
"50 - 54","Both sexes","Latvia",127906
"50 - 54","Both sexes","Liechtenstein",3257
"50 - 54","Both sexes","Lithuania",201405
"50 - 54","Both sexes","Luxembourg",46978
"50 - 54","Both sexes","Malta",28353
"50 - 54","Both sexes","Monaco",..
"50 - 54","Both sexes","Montenegro",39722
"50 - 54","Both sexes","Netherlands",1283978
"50 - 54","Both sexes","North Macedonia",143287
"50 - 54","Both sexes","Norway",373384
"50 - 54","Both sexes","Poland",2240550
"50 - 54","Both sexes","Portugal",745099
"50 - 54","Both sexes","Republic of Moldova",163062
"50 - 54","Both sexes","Romania",1526589
"50 - 54","Both sexes","Russian Federation",..
"50 - 54","Both sexes","San Marino",3232
"50 - 54","Both sexes","Serbia",458008
"50 - 54","Both sexes","Slovakia",346348
"50 - 54","Both sexes","Slovenia",151278
"50 - 54","Both sexes","Spain",3683737
"50 - 54","Both sexes","Sweden",673163
"50 - 54","Both sexes","Switzerland",658713
"50 - 54","Both sexes","Tajikistan",..
"50 - 54","Both sexes","Turkiye",4630002
"50 - 54","Both sexes","Turkmenistan",..
"50 - 54","Both sexes","Ukraine",2706418
"50 - 54","Both sexes","United Kingdom",..
"50 - 54","Both sexes","United States",20782277
"50 - 54","Both sexes","Uzbekistan",1609146
"50 - 54","Female","UNECE-56",..
"50 - 54","Female","European Union-27",..
"50 - 54","Female","Euro area-20",..
"50 - 54","Female","Eurasian Economic Union (EAEU)",..
"50 - 54","Female","EECCA",..
"50 - 54","Female","CIS-11",..
"50 - 54","Female","North America-2",..
"50 - 54","Female","Western Balkans-6",..
"50 - 54","Female","Albania",97226
"50 - 54","Female","Andorra",..
"50 - 54","Female","Armenia",90453
"50 - 54","Female","Austria",352243
"50 - 54","Female","Azerbaijan",330008
"50 - 54","Female","Belarus",331689
"50 - 54","Female","Belgium",389367
"50 - 54","Female","Bosnia and Herzegovina",123814
"50 - 54","Female","Bulgaria",240253
"50 - 54","Female","Canada",1232212
"50 - 54","Female","Croatia",139019
"50 - 54","Female","Cyprus",27033
"50 - 54","Female","Czechia",337637
"50 - 54","Female","Denmark",202041
"50 - 54","Female","Estonia",42994
"50 - 54","Female","Finland",174451
"50 - 54","Female","France",2256794
"50 - 54","Female","Georgia",119268
"50 - 54","Female","Germany",3274278
"50 - 54","Female","Greece",415774
"50 - 54","Female","Hungary",339363
"50 - 54","Female","Iceland",10725
"50 - 54","Female","Ireland",159778
"50 - 54","Female","Israel",217339
"50 - 54","Female","Italy",2456597
"50 - 54","Female","Kazakhstan",..
"50 - 54","Female","Kyrgyzstan",156499
"50 - 54","Female","Latvia",67196
"50 - 54","Female","Liechtenstein",1643
"50 - 54","Female","Lithuania",105097
"50 - 54","Female","Luxembourg",22569
"50 - 54","Female","Malta",13486
"50 - 54","Female","Monaco",..
"50 - 54","Female","Montenegro",20162
"50 - 54","Female","Netherlands",639511
"50 - 54","Female","North Macedonia",71309
"50 - 54","Female","Norway",182003
"50 - 54","Female","Poland",1127829
"50 - 54","Female","Portugal",393466
"50 - 54","Female","Republic of Moldova",84222
"50 - 54","Female","Romania",747559
"50 - 54","Female","Russian Federation",..
"50 - 54","Female","San Marino",1682
"50 - 54","Female","Serbia",233179
"50 - 54","Female","Slovakia",173366
"50 - 54","Female","Slovenia",73776
"50 - 54","Female","Spain",1845248
"50 - 54","Female","Sweden",331564
"50 - 54","Female","Switzerland",327296
"50 - 54","Female","Tajikistan",..
"50 - 54","Female","Turkiye",2283619
"50 - 54","Female","Turkmenistan",..
"50 - 54","Female","Ukraine",1444926
"50 - 54","Female","United Kingdom",..
"50 - 54","Female","United States",10412777
"50 - 54","Female","Uzbekistan",832780
"50 - 54","Male","UNECE-56",..
"50 - 54","Male","European Union-27",..
"50 - 54","Male","Euro area-20",..
"50 - 54","Male","Eurasian Economic Union (EAEU)",..
"50 - 54","Male","EECCA",..
"50 - 54","Male","CIS-11",..
"50 - 54","Male","North America-2",..
"50 - 54","Male","Western Balkans-6",..
"50 - 54","Male","Albania",91074
"50 - 54","Male","Andorra",..
"50 - 54","Male","Armenia",70762
"50 - 54","Male","Austria",353791
"50 - 54","Male","Azerbaijan",298404
"50 - 54","Male","Belarus",287418
"50 - 54","Male","Belgium",399703
"50 - 54","Male","Bosnia and Herzegovina",122738
"50 - 54","Male","Bulgaria",245399
"50 - 54","Male","Canada",1218286
"50 - 54","Male","Croatia",137113
"50 - 54","Male","Cyprus",26365
"50 - 54","Male","Czechia",351022
"50 - 54","Male","Denmark",204735
"50 - 54","Male","Estonia",41680
"50 - 54","Male","Finland",177019
"50 - 54","Male","France",2182708
"50 - 54","Male","Georgia",110405
"50 - 54","Male","Germany",3324451
"50 - 54","Male","Greece",386661
"50 - 54","Male","Hungary",334658
"50 - 54","Male","Iceland",11145
"50 - 54","Male","Ireland",158562
"50 - 54","Male","Israel",224248
"50 - 54","Male","Italy",2390592
"50 - 54","Male","Kazakhstan",..
"50 - 54","Male","Kyrgyzstan",142981
"50 - 54","Male","Latvia",60710
"50 - 54","Male","Liechtenstein",1614
"50 - 54","Male","Lithuania",96307
"50 - 54","Male","Luxembourg",24409
"50 - 54","Male","Malta",14866
"50 - 54","Male","Monaco",..
"50 - 54","Male","Montenegro",19560
"50 - 54","Male","Netherlands",644467
"50 - 54","Male","North Macedonia",71978
"50 - 54","Male","Norway",191381
"50 - 54","Male","Poland",1112721
"50 - 54","Male","Portugal",351633
"50 - 54","Male","Republic of Moldova",78841
"50 - 54","Male","Romania",779029
"50 - 54","Male","Russian Federation",..
"50 - 54","Male","San Marino",1550
"50 - 54","Male","Serbia",224829
"50 - 54","Male","Slovakia",172982
"50 - 54","Male","Slovenia",77501
"50 - 54","Male","Spain",1838489
"50 - 54","Male","Sweden",341599
"50 - 54","Male","Switzerland",331416
"50 - 54","Male","Tajikistan",..
"50 - 54","Male","Turkiye",2346383
"50 - 54","Male","Turkmenistan",..
"50 - 54","Male","Ukraine",1261492
"50 - 54","Male","United Kingdom",..
"50 - 54","Male","United States",10369500
"50 - 54","Male","Uzbekistan",776366
"55 - 59","Both sexes","UNECE-56",..
"55 - 59","Both sexes","European Union-27",..
"55 - 59","Both sexes","Euro area-20",..
"55 - 59","Both sexes","Eurasian Economic Union (EAEU)",..
"55 - 59","Both sexes","EECCA",..
"55 - 59","Both sexes","CIS-11",..
"55 - 59","Both sexes","North America-2",..
"55 - 59","Both sexes","Western Balkans-6",..
"55 - 59","Both sexes","Albania",200872
"55 - 59","Both sexes","Andorra",..
"55 - 59","Both sexes","Armenia",199274
"55 - 59","Both sexes","Austria",692084
"55 - 59","Both sexes","Azerbaijan",628426
"55 - 59","Both sexes","Belarus",686920
"55 - 59","Both sexes","Belgium",802180
"55 - 59","Both sexes","Bosnia and Herzegovina",262703
"55 - 59","Both sexes","Bulgaria",469328
"55 - 59","Both sexes","Canada",2745122
"55 - 59","Both sexes","Croatia",288879
"55 - 59","Both sexes","Cyprus",54628
"55 - 59","Both sexes","Czechia",661617
"55 - 59","Both sexes","Denmark",394029
"55 - 59","Both sexes","Estonia",86603
"55 - 59","Both sexes","Finland",368327
"55 - 59","Both sexes","France",4388964
"55 - 59","Both sexes","Georgia",255376
"55 - 59","Both sexes","Germany",6777311
"55 - 59","Both sexes","Greece",718960
"55 - 59","Both sexes","Hungary",569002
"55 - 59","Both sexes","Iceland",21961
"55 - 59","Both sexes","Ireland",293679
"55 - 59","Both sexes","Israel",399675
"55 - 59","Both sexes","Italy",4580728
"55 - 59","Both sexes","Kazakhstan",..
"55 - 59","Both sexes","Kyrgyzstan",278646
"55 - 59","Both sexes","Latvia",135899
"55 - 59","Both sexes","Liechtenstein",3157
"55 - 59","Both sexes","Lithuania",214595
"55 - 59","Both sexes","Luxembourg",43204
"55 - 59","Both sexes","Malta",30404
"55 - 59","Both sexes","Monaco",..
"55 - 59","Both sexes","Montenegro",41356
"55 - 59","Both sexes","Netherlands",1257074
"55 - 59","Both sexes","North Macedonia",137916
"55 - 59","Both sexes","Norway",335612
"55 - 59","Both sexes","Poland",2332413
"55 - 59","Both sexes","Portugal",741435
"55 - 59","Both sexes","Republic of Moldova",187682
"55 - 59","Both sexes","Romania",1038111
"55 - 59","Both sexes","Russian Federation",..
"55 - 59","Both sexes","San Marino",2940
"55 - 59","Both sexes","Serbia",467574
"55 - 59","Both sexes","Slovakia",356980
"55 - 59","Both sexes","Slovenia",151361
"55 - 59","Both sexes","Spain",3398721
"55 - 59","Both sexes","Sweden",630890
"55 - 59","Both sexes","Switzerland",637260
"55 - 59","Both sexes","Tajikistan",..
"55 - 59","Both sexes","Turkiye",4483792
"55 - 59","Both sexes","Turkmenistan",..
"55 - 59","Both sexes","Ukraine",2958618
"55 - 59","Both sexes","United Kingdom",..
"55 - 59","Both sexes","United States",22036073
"55 - 59","Both sexes","Uzbekistan",1521872
"55 - 59","Female","UNECE-56",..
"55 - 59","Female","European Union-27",..
"55 - 59","Female","Euro area-20",..
"55 - 59","Female","Eurasian Economic Union (EAEU)",..
"55 - 59","Female","EECCA",..
"55 - 59","Female","CIS-11",..
"55 - 59","Female","North America-2",..
"55 - 59","Female","Western Balkans-6",..
"55 - 59","Female","Albania",102264
"55 - 59","Female","Andorra",..
"55 - 59","Female","Armenia",112317
"55 - 59","Female","Austria",346468
"55 - 59","Female","Azerbaijan",330897
"55 - 59","Female","Belarus",375910
"55 - 59","Female","Belgium",399746
"55 - 59","Female","Bosnia and Herzegovina",134486
"55 - 59","Female","Bulgaria",238485
"55 - 59","Female","Canada",1380308
"55 - 59","Female","Croatia",148493
"55 - 59","Female","Cyprus",27669
"55 - 59","Female","Czechia",329476
"55 - 59","Female","Denmark",196449
"55 - 59","Female","Estonia",45436
"55 - 59","Female","Finland",184735
"55 - 59","Female","France",2255394
"55 - 59","Female","Georgia",136910
"55 - 59","Female","Germany",3385054
"55 - 59","Female","Greece",379722
"55 - 59","Female","Hungary",296289
"55 - 59","Female","Iceland",10995
"55 - 59","Female","Ireland",148873
"55 - 59","Female","Israel",193821
"55 - 59","Female","Italy",2343670
"55 - 59","Female","Kazakhstan",..
"55 - 59","Female","Kyrgyzstan",149093
"55 - 59","Female","Latvia",73606
"55 - 59","Female","Liechtenstein",1604
"55 - 59","Female","Lithuania",115319
"55 - 59","Female","Luxembourg",20791
"55 - 59","Female","Malta",14757
"55 - 59","Female","Monaco",..
"55 - 59","Female","Montenegro",21244
"55 - 59","Female","Netherlands",626747
"55 - 59","Female","North Macedonia",69126
"55 - 59","Female","Norway",164178
"55 - 59","Female","Poland",1198290
"55 - 59","Female","Portugal",394910
"55 - 59","Female","Republic of Moldova",100316
"55 - 59","Female","Romania",524012
"55 - 59","Female","Russian Federation",..
"55 - 59","Female","San Marino",1497
"55 - 59","Female","Serbia",242751
